tau1	tau2	tau3	tau4	p1	p2	p3	p4	g1	g2	g3	g4
7.68956	9.21569	4.18966	6.37245	3.74397	-1.47858	-0.560164	-1.70522	0.671737	0.459643	0.106368	0.80736
6.17492	9.32484	3.94584	1.82549	5.32751	-1.62394	-1.7477	-1.95587	0.534063	0.576107	0.870085	0.323182
5.59945	1.21943	3.40237	9.87256	3.6287	-1.41152	-1.49222	-0.724968	0.504055	0.419994	0.311671	0.862641
1.28181	4.59404	3.9816	5.89411	3.91327	-0.945867	-1.13355	-1.83385	0.931623	0.993102	0.793076	0.0843826
6.00813	5.02065	1.57164	4.36205	3.79604	-1.19302	-1.30297	-1.30005	0.764625	0.814895	0.639914	0.856508
8.76339	1.00327	2.44881	9.70104	3.73641	-0.670556	-1.75334	-1.31251	0.440656	0.571997	0.832172	0.217448
6.94744	6.34365	7.21492	1.99757	3.41771	-0.827732	-1.25183	-1.33814	0.41262	0.323865	0.300602	0.134309
5.59525	9.81927	6.53482	8.53911	3.67782	-0.966446	-0.737829	-1.97354	0.2361	0.450894	0.481502	0.986149
3.44129	8.89738	4.05285	3.19495	3.88	-1.50037	-1.43935	-0.940282	0.941481	0.430016	0.88605	0.61996
7.85404	7.81646	1.79337	3.7058	4.58227	-1.3483	-1.61139	-1.62258	0.58747	0.369922	0.720978	0.885053
2.93686	6.3289	9.03671	1.5457	4.47705	-0.952044	-1.71914	-1.80587	0.676305	0.713944	0.385888	0.623237
2.76674	9.26489	6.29066	1.54718	3.34429	-1.48257	-1.0234	-0.838315	0.0903342	0.567872	0.536241	0.452294
3.71985	5.63759	3.22591	0.843646	3.97241	-0.686897	-1.55067	-1.73484	0.284202	0.966548	0.768376	0.984551
9.74464	2.69543	6.18569	4.3704	3.62927	-1.33281	-1.1082	-1.18826	0.757672	0.780036	0.577785	0.376494
1.55909	9.02426	7.80328	6.79135	2.79602	-1.16792	-1.04386	-0.584239	0.518547	0.104029	0.842527	0.731721
1.47327	4.82157	3.07885	7.88056	4.68625	-1.9472	-1.57444	-1.16461	0.198828	0.203193	0.960994	0.491321
4.03761	7.29281	1.08232	2.85088	4.1996	-1.91306	-1.08038	-1.20616	0.27773	0.627849	0.146596	0.916103
7.05683	6.53508	7.55624	0.85358	4.04305	-0.630452	-1.46908	-1.94352	0.69821	0.354463	0.334957	0.389911
8.78366	8.71778	5.80708	7.71376	3.90245	-1.09474	-1.49403	-1.31369	0.536301	0.810928	0.400642	0.263197
3.67158	1.84146	6.1741	0.665269	3.29061	-1.45543	-1.13317	-0.70201	0.841943	0.21507	0.172746	0.713785
9.07602	5.73793	7.06566	6.50612	3.06569	-0.889926	-1.5922	-0.583566	0.729264	0.658147	0.577821	0.50389
1.12159	9.02971	8.84773	2.11466	2.87421	-0.932105	-1.11458	-0.82752	0.292778	0.794387	0.379109	0.636218
8.91951	2.59069	1.90355	2.01721	3.08582	-1.00991	-0.506489	-1.56942	0.655935	0.658094	0.899892	0.982743
4.20872	1.0298	1.36898	9.31144	4.21411	-1.03187	-1.97802	-1.20421	0.297056	0.225109	0.191094	0.880963
3.03284	2.53904	3.88637	9.31913	2.94233	-0.697936	-1.18547	-1.05892	0.25717	0.105535	0.490949	0.624213
8.68992	6.94128	6.98059	6.0053	4.1759	-1.30784	-1.59712	-1.27094	0.333152	0.836811	0.945854	0.826432
6.86791	4.48057	3.04569	7.26997	2.57922	-0.623536	-1.11829	-0.837395	0.154642	0.635653	0.9568	0.113809
4.13842	1.03017	5.40376	2.09353	5.22211	-1.8853	-1.82905	-1.50776	0.0651933	0.916591	0.100309	0.302555
2.85456	7.81149	1.29698	2.77594	4.48224	-0.561331	-1.96458	-1.95633	0.97144	0.404687	0.742705	0.485191
4.02411	3.32665	0.994566	8.11132	3.43956	-0.657115	-1.91218	-0.870264	0.293435	0.841037	0.743934	0.572698
5.28954	1.56723	4.91763	6.01764	3.19644	-0.910442	-1.30152	-0.984482	0.0789296	0.29816	0.442012	0.354527
3.4541	4.4081	3.71996	4.15077	3.32612	-1.09239	-0.681599	-1.55213	0.602702	0.953062	0.885377	0.538178
0.8873	2.08307	9.40351	4.6158	3.58224	-1.06973	-1.54035	-0.972161	0.878799	0.396956	0.969036	0.126055
6.9078	6.25157	1.54688	6.7617	3.5092	-1.25879	-1.08277	-1.16764	0.664032	0.899856	0.611967	0.504183
4.95635	9.49087	5.75111	7.36398	4.13898	-1.24438	-1.42536	-1.46923	0.89823	0.92478	0.141342	0.48287
1.56817	8.00185	0.923446	1.95235	2.74448	-0.775058	-0.887939	-1.08148	0.236835	0.123135	0.108624	0.297849
5.1642	6.90947	4.58961	2.45609	3.75645	-0.965628	-1.59304	-1.19778	0.785004	0.755245	0.167813	0.286978
6.50527	3.86241	5.11184	5.75849	4.65189	-1.43427	-1.57843	-1.63919	0.801841	0.445838	0.0943863	0.797447
4.22017	1.42747	8.76998	2.14368	2.0621	-0.900621	-0.552422	-0.609057	0.292432	0.127062	0.416131	0.742174
9.72037	6.20106	4.277	0.950181	4.20716	-1.37666	-1.82342	-1.00708	0.9609	0.785954	0.774677	0.261018
0.530585	6.88873	2.35342	5.43268	4.05564	-1.75748	-0.702648	-1.59551	0.533988	0.928932	0.754593	0.150308
9.72634	3.40279	4.98318	6.09286	3.75767	-1.3463	-1.7032	-0.708167	0.679752	0.136345	0.41422	0.44866
7.67886	4.72511	2.98127	3.08208	3.5285	-1.80305	-1.19832	-0.527137	0.172663	0.715077	0.269251	0.620836
7.61933	4.70709	7.11422	5.81119	5.01034	-1.77579	-1.88138	-1.35316	0.245825	0.586552	0.647535	0.521962
1.02666	8.66352	4.17378	7.7287	3.62374	-1.5058	-1.53242	-0.585522	0.273579	0.695457	0.946944	0.937134
4.22196	9.33595	6.08799	4.17961	4.44491	-1.83994	-1.07772	-1.52725	0.289755	0.865712	0.172845	0.0882265
4.78352	4.03346	0.895261	9.07408	4.36419	-1.9769	-1.77848	-0.608808	0.48546	0.938208	0.310155	0.782228
5.88204	6.5728	0.789881	7.76773	3.98698	-1.50427	-0.875855	-1.60685	0.297106	0.395546	0.340292	0.86495
4.08665	1.04126	4.50631	4.90015	3.75392	-1.23422	-0.595351	-1.92435	0.673295	0.706485	0.35804	0.938288
8.09404	3.3613	6.28838	4.10887	4.13409	-1.65717	-0.99165	-1.48527	0.926352	0.649519	0.942211	0.898599
4.21278	6.0556	4.95648	5.28304	4.14871	-1.97145	-0.506326	-1.67093	0.865742	0.618384	0.535864	0.197284
7.00797	9.40919	2.4801	3.86311	5.29451	-1.93248	-1.64097	-1.72106	0.824653	0.772969	0.800098	0.246046
7.61748	7.77511	2.22039	2.30365	4.30886	-1.51097	-1.41774	-1.38015	0.817432	0.371784	0.256114	0.191733
2.35276	1.49559	8.79188	4.28637	4.99633	-1.80432	-1.82389	-1.36813	0.256552	0.228885	0.664014	0.923061
9.54868	2.96075	1.31581	4.09855	3.23235	-1.69157	-0.90097	-0.639806	0.78475	0.113063	0.905644	0.149287
7.22494	3.22451	7.76297	2.66462	4.7185	-1.97874	-1.89148	-0.848272	0.714595	0.696457	0.61859	0.101017
3.53811	8.77266	8.97393	3.57062	4.59916	-1.28421	-1.93374	-1.38121	0.0608303	0.740096	0.725052	0.577213
5.53042	7.6947	1.11656	1.67634	3.32544	-1.146	-0.565426	-1.61401	0.852795	0.745687	0.764295	0.484329
6.30427	1.6661	9.26987	8.68264	4.32092	-1.46667	-0.897479	-1.95677	0.140766	0.829785	0.266275	0.0747821
5.90522	9.33788	1.21345	2.3721	1.95791	-0.500915	-0.502943	-0.954055	0.287889	0.672729	0.969441	0.343936
4.98839	2.15532	6.29407	2.11646	2.2837	-1.03728	-0.518743	-0.727672	0.470465	0.960018	0.0688223	0.0694261
1.56504	0.923305	5.62941	6.07821	3.29824	-1.00636	-1.69994	-0.591938	0.122396	0.528773	0.350588	0.657337
7.39712	3.09412	8.28452	5.47443	3.6066	-0.566236	-1.47567	-1.5647	0.604889	0.555326	0.21749	0.623384
1.33708	6.80964	9.5595	8.05133	3.06839	-1.50196	-0.960204	-0.606229	0.475646	0.327165	0.284124	0.767947
3.31461	7.48771	5.96713	0.570886	4.38865	-1.65125	-1.65434	-1.08306	0.222139	0.676201	0.373479	0.45878
9.90248	7.6905	5.87275	1.81081	3.46679	-1.19984	-1.3668	-0.900146	0.324606	0.967945	0.294811	0.900001
3.58815	8.12766	7.73546	8.31257	3.59425	-1.70996	-0.860522	-1.02377	0.91503	0.566615	0.305078	0.406361
2.844	4.35172	7.32128	4.62153	3.88955	-1.30963	-0.990134	-1.58978	0.523083	0.0599114	0.655075	0.774365
9.6473	1.5754	8.58553	3.41739	3.43021	-1.41732	-1.1267	-0.886187	0.905596	0.778611	0.379248	0.173132
4.86134	2.13389	6.95349	2.13412	3.11292	-1.0367	-1.51469	-0.561536	0.873558	0.764158	0.292242	0.124229
6.61146	3.90185	9.23138	1.27241	3.75661	-1.03866	-1.27847	-1.43949	0.288772	0.570095	0.632841	0.70334
6.8626	1.0534	6.91519	0.564735	3.81978	-1.18951	-0.850215	-1.78005	0.706625	0.782827	0.335691	0.911474
0.731604	4.56599	2.45199	7.14427	4.04076	-1.77133	-1.28304	-0.986392	0.43231	0.115285	0.23197	0.520222
1.84434	1.69321	7.93037	8.53559	3.64466	-0.964075	-0.972171	-1.70842	0.718934	0.46354	0.150212	0.612342
4.96087	7.71996	7.39125	6.38578	3.66326	-0.754992	-1.14076	-1.76751	0.674215	0.141635	0.330407	0.20605
9.30472	7.72077	8.09398	0.773179	4.77975	-1.9678	-1.31237	-1.49958	0.531454	0.125345	0.255328	0.522249
5.45324	1.97318	2.06903	3.49652	4.59345	-1.42349	-1.83156	-1.3384	0.234951	0.760873	0.219274	0.516308
3.63718	1.15897	9.51968	1.47826	4.67303	-1.80247	-1.82004	-1.05051	0.255973	0.387441	0.396947	0.0867405
7.77607	4.92653	8.20903	7.765	3.18319	-0.710811	-0.607112	-1.86527	0.360883	0.811936	0.391735	0.11895
8.03891	0.884684	9.3677	7.9185	3.26602	-0.687594	-1.68846	-0.889969	0.767391	0.131651	0.540881	0.556313
4.40103	5.09568	7.24828	3.59086	3.67164	-1.42832	-0.566406	-1.67691	0.52594	0.663933	0.0801326	0.790353
5.92005	0.839915	5.25555	0.801548	3.38409	-0.789688	-1.83626	-0.758147	0.389763	0.856951	0.979835	0.371742
2.63962	1.13754	6.69895	2.12899	4.74257	-1.08604	-1.92992	-1.72661	0.908649	0.906611	0.968205	0.41574
7.32213	3.81861	6.35741	6.78587	3.27226	-0.797307	-1.65666	-0.818291	0.228395	0.387253	0.112024	0.33939
5.70983	5.92646	3.61701	8.38397	2.42889	-0.796105	-1.01109	-0.621696	0.556349	0.718396	0.978326	0.476113
9.60322	4.59014	1.8168	6.82545	3.80217	-1.80312	-0.802904	-1.19614	0.977777	0.192663	0.516998	0.0681995
8.95121	9.71493	2.49241	7.97327	3.65343	-0.843112	-1.74814	-1.06218	0.904174	0.22812	0.77885	0.174688
9.20453	8.01689	9.66596	1.03696	3.54303	-1.35207	-1.30067	-0.890297	0.666826	0.894963	0.638585	0.0927103
6.4641	5.11438	8.52812	9.31529	2.37238	-0.59154	-1.22014	-0.560695	0.980288	0.148354	0.435495	0.577943
7.15552	2.26255	4.62507	6.64645	3.04038	-0.702041	-0.660798	-1.67754	0.735365	0.407369	0.643248	0.510384
7.22849	6.13049	9.15307	1.69613	4.36961	-1.9925	-1.35832	-1.0188	0.160917	0.597125	0.355351	0.80776
6.48948	7.1726	6.46775	2.70931	2.73651	-1.50932	-0.69265	-0.534542	0.309426	0.890357	0.239656	0.343645
2.13548	2.22995	9.13984	2.79323	3.38936	-0.716533	-0.881445	-1.79138	0.691437	0.362007	0.508056	0.625867
1.36473	4.23451	5.98713	2.47264	3.87698	-0.798724	-1.12957	-1.94869	0.266867	0.705656	0.696237	0.393279
0.869184	6.5248	7.31612	2.5278	4.21268	-1.82046	-0.581226	-1.81099	0.704639	0.924271	0.804801	0.17442
1.11707	4.85539	6.16335	4.09567	3.557	-1.43861	-1.34624	-0.772148	0.510751	0.527105	0.834877	0.397488
9.73127	4.17945	1.82939	2.681	4.38884	-1.79961	-0.699017	-1.89022	0.424829	0.292864	0.508451	0.0954241
8.9617	6.83952	9.10175	3.78522	4.90122	-1.4231	-1.61623	-1.8619	0.531678	0.189743	0.577923	0.567291
7.42597	3.99708	1.55888	1.99554	3.60233	-1.01574	-0.62547	-1.96112	0.264044	0.883784	0.667117	0.519809
7.65868	4.66707	1.52082	0.679036	3.92169	-1.2148	-1.33248	-1.37441	0.42269	0.293855	0.327669	0.442414
2.00344	7.67631	7.56101	3.79492	1.93083	-0.719959	-0.626239	-0.584635	0.632101	0.497182	0.714041	0.908837
5.06579	3.6957	7.49505	2.32906	4.55059	-1.86616	-1.85284	-0.831587	0.204806	0.183021	0.39482	0.0908445
2.72362	5.75273	8.08061	4.47739	5.38389	-1.66271	-1.88058	-1.84059	0.843097	0.577462	0.412126	0.570064
2.25656	4.2359	1.0998	0.745461	5.04372	-1.9085	-1.91107	-1.22416	0.574293	0.42756	0.614594	0.607175
1.04336	2.60781	9.82382	5.99767	4.11204	-1.40812	-0.971329	-1.73259	0.303807	0.573986	0.789324	0.281416
2.11557	4.15008	6.17078	8.55931	4.62212	-1.99749	-0.807862	-1.81677	0.964856	0.60917	0.913592	0.537676
9.64278	3.50034	2.85953	4.71426	3.78554	-0.549665	-1.90951	-1.32637	0.551953	0.521419	0.192635	0.404472
6.58217	8.97946	8.35452	1.23103	3.35526	-0.646911	-0.909079	-1.79927	0.652189	0.355355	0.792863	0.904233
9.91046	2.93756	8.63951	9.46927	4.01586	-1.89176	-0.89459	-1.22951	0.611707	0.252892	0.56072	0.620281
8.52889	9.58813	2.39515	3.32382	2.78788	-1.00917	-0.825409	-0.953296	0.507151	0.785985	0.877627	0.102104
3.77327	9.66387	9.86509	5.08091	4.47078	-1.51198	-1.11516	-1.84365	0.19234	0.100384	0.730092	0.5399
1.16582	7.49015	6.0024	1.87809	4.72306	-1.33671	-1.84099	-1.54536	0.158114	0.294048	0.961576	0.202346
4.3294	2.92238	4.88953	3.81244	2.97628	-0.580791	-0.724708	-1.67078	0.0813469	0.931304	0.359207	0.416173
1.84592	3.84455	0.753736	4.80358	3.48978	-1.72003	-0.793278	-0.976479	0.280485	0.702815	0.987128	0.923553
4.60331	0.687748	0.951193	1.60248	3.36136	-0.937736	-1.64347	-0.780151	0.428275	0.316838	0.681856	0.219865
4.66296	7.00253	3.72932	3.98543	3.61703	-1.08504	-0.581135	-1.95085	0.887369	0.138095	0.296311	0.47973
0.718146	7.37363	9.91541	8.03403	4.82727	-1.86355	-1.48536	-1.47836	0.304074	0.248827	0.142104	0.218593
6.05967	6.7246	1.51985	3.76045	2.61337	-0.743728	-0.533816	-1.33583	0.640419	0.474879	0.546616	0.346686
4.91072	6.6713	0.699331	9.58927	2.28442	-0.769397	-0.61727	-0.897756	0.996768	0.779761	0.888924	0.764479
7.13709	7.60659	4.62595	8.88853	4.67872	-1.97922	-1.05449	-1.64502	0.255508	0.394552	0.645142	0.570418
3.06459	6.98543	4.7514	7.34761	3.43449	-0.915357	-1.81528	-0.703854	0.741055	0.368004	0.817333	0.455635
7.75373	4.23983	9.72534	2.91132	4.28166	-1.82445	-1.77979	-0.677416	0.365728	0.604288	0.593177	0.0748645
6.02672	1.54056	0.522493	5.06535	2.95405	-1.66642	-0.538695	-0.74894	0.768205	0.0528236	0.833863	0.564155
0.993258	3.98557	8.30261	7.00737	4.08106	-1.21239	-1.90857	-0.960101	0.0873902	0.648294	0.42989	0.844857
8.29502	9.55917	4.31703	0.821471	3.71238	-0.777214	-1.03659	-1.89858	0.891431	0.976575	0.175664	0.888912
6.05122	7.51385	7.01826	2.34439	2.88464	-0.893487	-1.41335	-0.577808	0.127801	0.149095	0.947573	0.885593
4.77033	1.22368	5.05409	3.78996	3.90504	-1.0686	-1.3886	-1.44785	0.252843	0.339365	0.275246	0.524823
2.80713	9.30698	4.88574	4.42227	1.69558	-0.536058	-0.657742	-0.501776	0.97788	0.396426	0.822824	0.314492
8.32337	5.02457	5.46468	8.26897	4.80486	-1.3518	-1.48251	-1.97054	0.653803	0.382774	0.444597	0.734695
8.77677	5.26755	2.18694	7.98375	3.09485	-0.637343	-0.939436	-1.51807	0.203817	0.487519	0.889026	0.555435
5.05003	7.83526	2.23384	8.78522	4.30849	-0.894092	-1.95122	-1.46318	0.818557	0.204376	0.670455	0.0778716
9.8147	7.29654	8.81386	6.41998	4.32793	-1.78458	-1.25423	-1.28912	0.303262	0.832784	0.321707	0.343751
8.65399	8.82267	5.71272	3.20021	2.75591	-0.748594	-1.19728	-0.810039	0.181581	0.853083	0.488342	0.260537
4.59506	7.17837	3.40388	3.62355	2.35246	-1.03034	-0.669585	-0.652532	0.469552	0.447087	0.87368	0.35194
2.69384	4.19775	5.67086	3.67146	3.66524	-0.840055	-1.61612	-1.20907	0.228623	0.113377	0.436102	0.571149
5.18308	3.79927	9.46905	1.04902	4.22034	-1.78865	-1.53001	-0.901684	0.299804	0.324793	0.703255	0.641379
7.93117	7.0814	4.14844	3.25196	3.81053	-1.99328	-1.1246	-0.692655	0.636394	0.371317	0.315134	0.527648
1.69319	4.28299	5.01272	5.17149	4.1815	-1.47016	-1.42628	-1.28506	0.558782	0.628004	0.517771	0.0819126
4.92645	4.67742	6.09782	0.812804	3.85789	-1.20584	-1.25415	-1.39789	0.728084	0.68348	0.665723	0.35311
6.60184	6.34973	2.29342	5.69335	4.94317	-1.98637	-1.87899	-1.07781	0.836184	0.951847	0.128237	0.0744249
5.3486	2.50906	0.773565	9.92068	4.08069	-0.981251	-1.72406	-1.37538	0.0759426	0.550068	0.819756	0.774514
4.96479	2.52584	5.18685	1.94357	4.42702	-0.908343	-1.59829	-1.92039	0.155128	0.944197	0.883187	0.852533
2.47473	7.78033	4.86501	9.39476	3.72874	-0.706515	-1.43033	-1.5919	0.547565	0.876484	0.110339	0.188162
1.78474	1.72695	8.76642	7.61573	3.11114	-1.26819	-0.94736	-0.895591	0.869124	0.645057	0.757716	0.142312
3.71312	2.29834	5.92618	4.2036	3.41386	-1.93707	-0.858889	-0.617896	0.278497	0.829542	0.5384	0.5657
7.25816	5.8247	2.56709	5.74507	2.37416	-0.910144	-0.828675	-0.635337	0.599037	0.2778	0.52676	0.264544
6.34808	0.53763	5.52546	5.2856	3.91635	-1.89323	-1.09548	-0.927645	0.210482	0.783197	0.516473	0.201388
5.43392	9.78688	4.09091	0.545671	3.22841	-0.700421	-1.46798	-1.06	0.286069	0.142863	0.693435	0.818743
2.70974	7.42111	1.66627	5.06379	3.31401	-1.10673	-1.61892	-0.588353	0.597182	0.939706	0.209287	0.444698
1.73043	7.89709	7.07253	7.27135	3.84076	-0.754326	-1.74303	-1.3434	0.182638	0.483947	0.0961159	0.534697
4.39118	0.781812	8.41891	9.15051	4.82877	-1.64438	-1.98349	-1.20091	0.375827	0.726461	0.160974	0.567544
7.57281	2.58147	8.64236	7.06766	4.28101	-1.15657	-1.13057	-1.99388	0.49699	0.817548	0.768052	0.868655
3.61029	3.67086	7.85478	6.12333	4.134	-1.96209	-1.60502	-0.566893	0.53282	0.53002	0.826977	0.844137
8.73622	4.72236	7.23579	6.46168	3.79833	-1.28685	-1.9744	-0.537078	0.204324	0.741025	0.0893033	0.594621
8.56358	4.63167	1.59394	1.96041	4.94903	-1.7071	-1.30617	-1.93576	0.145524	0.899525	0.666015	0.195158
5.33875	6.73003	5.8263	0.644325	2.91416	-1.36469	-0.786146	-0.763326	0.996041	0.299859	0.0995536	0.45145
7.13898	2.70584	4.02854	1.84181	3.92706	-1.83694	-0.897104	-1.19302	0.897766	0.818457	0.0615008	0.393825
7.27714	1.3468	1.98306	8.27311	2.97674	-0.556728	-1.42831	-0.991702	0.380641	0.895897	0.857701	0.851627
6.96371	0.580785	2.17517	8.96956	4.79148	-1.72692	-1.85899	-1.20557	0.842868	0.158532	0.239585	0.347111
3.2203	1.13531	8.64448	9.95355	4.30552	-1.70981	-1.99251	-0.603196	0.982722	0.532278	0.948032	0.143266
8.94975	3.65406	4.31233	0.828913	4.10635	-1.20726	-1.37537	-1.52372	0.698911	0.334214	0.181332	0.909939
9.54667	2.78288	8.53631	0.696032	4.16887	-1.65551	-1.60781	-0.905554	0.174504	0.630432	0.484196	0.198529
2.00554	1.19343	7.22334	9.79884	2.66092	-0.786779	-0.863184	-1.01096	0.901598	0.710333	0.793104	0.795156
7.65787	1.60954	3.89549	6.71634	4.1655	-1.4479	-1.42223	-1.29538	0.0644112	0.78221	0.930383	0.124842
7.64614	9.1879	5.48422	9.93431	3.63423	-1.25454	-1.33537	-1.04432	0.561528	0.121611	0.787318	0.300314
9.0329	1.86552	1.38285	0.647375	4.089	-0.838429	-1.61354	-1.63702	0.333489	0.306194	0.812345	0.871778
3.97722	1.01676	5.70764	6.1902	2.41056	-1.23724	-0.571681	-0.601641	0.83907	0.0960927	0.191512	0.601383
4.64552	2.36546	4.41158	9.86763	2.82001	-0.895646	-0.918263	-1.0061	0.907542	0.171708	0.819911	0.157448
8.94795	1.52448	9.18216	8.64745	2.81854	-0.780488	-1.2401	-0.797952	0.311904	0.500875	0.247091	0.643168
7.69875	4.42899	8.8423	3.21905	4.43879	-1.76803	-1.56906	-1.1017	0.729064	0.693354	0.291183	0.122534
3.85224	4.58659	2.48933	5.30872	3.61963	-0.996281	-1.75824	-0.865107	0.951751	0.539738	0.602399	0.88638
8.64463	4.3394	7.0288	4.27527	4.23425	-1.3901	-1.25366	-1.59049	0.709734	0.727051	0.789236	0.914597
7.18457	8.71537	8.05429	0.866829	4.43576	-1.68246	-1.70459	-1.04871	0.105825	0.389046	0.960201	0.146683
0.779451	4.82513	7.70161	4.04484	3.01056	-1.04526	-1.18316	-0.782133	0.381214	0.16678	0.0857847	0.853723
6.82834	7.56359	3.35694	6.57175	4.36682	-1.84626	-1.79163	-0.728932	0.0990687	0.419393	0.625517	0.915681
6.38048	4.64553	5.68033	3.17195	3.61419	-0.782095	-1.52183	-1.31027	0.780219	0.792662	0.61602	0.894199
7.39288	5.36739	2.36489	4.66479	4.21902	-1.2109	-1.10377	-1.90435	0.136144	0.579434	0.92629	0.818131
6.3558	3.32198	1.77464	7.74257	2.93538	-0.687346	-0.677617	-1.57041	0.263432	0.308774	0.331725	0.474759
5.14856	9.65291	0.594284	2.56905	2.83677	-1.26726	-0.682508	-0.887004	0.71877	0.655778	0.55848	0.34619
7.37407	3.63509	0.946378	3.77924	3.32929	-0.782989	-0.954978	-1.59132	0.483646	0.256387	0.0562334	0.490932
4.1909	2.98399	1.91629	4.4916	5.19434	-1.93989	-1.75546	-1.49899	0.180037	0.961699	0.216354	0.267772
5.91627	9.95572	1.46288	8.94711	4.28851	-1.18396	-1.9863	-1.11826	0.720525	0.120079	0.372637	0.99765
2.71215	3.66167	6.03803	5.3616	3.5619	-1.30065	-0.613783	-1.64747	0.720931	0.739719	0.0674253	0.588616
2.93578	3.15063	0.667347	3.15561	3.37972	-0.614001	-1.78162	-0.984101	0.144381	0.172696	0.783041	0.498313
8.64631	1.09357	4.09827	8.906	4.07298	-1.91611	-1.15473	-1.00213	0.374479	0.896957	0.779331	0.803725
5.77558	6.05762	4.56313	8.40282	3.32836	-1.6963	-0.550838	-1.08122	0.430419	0.965764	0.204334	0.818666
1.80447	9.91971	1.19732	9.63407	4.5295	-1.62904	-0.937743	-1.96272	0.76228	0.356702	0.573601	0.312497
8.49925	1.63954	2.92136	5.61643	3.85867	-1.35695	-1.01021	-1.4915	0.355102	0.0816847	0.348703	0.0597089
8.05786	1.74146	0.820263	5.85354	3.62428	-0.512768	-1.87773	-1.23378	0.483193	0.359584	0.494784	0.535583
1.2996	7.83814	9.30267	8.13086	4.28081	-1.15963	-1.92661	-1.19457	0.737786	0.565351	0.132548	0.379255
8.91657	7.00824	5.62592	4.50831	4.54437	-1.188	-1.85131	-1.50506	0.557242	0.278144	0.908817	0.611814
5.90791	0.540266	3.59687	4.87408	5.25395	-1.99153	-1.37317	-1.88925	0.465901	0.27211	0.147693	0.156857
8.44837	8.30119	4.79346	3.41586	4.83215	-1.58146	-1.54901	-1.70168	0.178325	0.742565	0.992478	0.883569
9.52567	4.99135	5.21052	3.91587	3.0054	-1.55399	-0.65911	-0.792306	0.995683	0.0714102	0.0602184	0.905614
6.77455	7.02175	3.89324	8.37314	2.93122	-1.31642	-0.994643	-0.62016	0.731906	0.0637731	0.94872	0.745336
2.13214	5.25667	5.91728	4.77192	2.81943	-1.57343	-0.537101	-0.708901	0.794916	0.240058	0.803159	0.757789
3.87296	5.15371	9.43206	7.90912	3.5389	-1.9774	-0.922257	-0.639238	0.0512129	0.74452	0.71286	0.299156
4.97332	7.33545	8.78125	8.92291	5.62466	-1.89088	-1.87662	-1.85716	0.769855	0.307462	0.459416	0.7692
7.22408	8.34656	7.52378	9.13442	4.10531	-0.510636	-1.65823	-1.93644	0.285936	0.99886	0.132258	0.857773
6.61863	3.56199	7.92533	3.08072	2.88205	-0.984614	-1.15628	-0.741155	0.851797	0.49048	0.644009	0.887063
4.97435	5.30396	7.37965	1.65816	5.10766	-1.72023	-1.40075	-1.98669	0.596622	0.724431	0.754256	0.0828057
5.13553	6.59636	6.14934	1.83454	3.76045	-0.92189	-1.23555	-1.60301	0.936991	0.371075	0.759493	0.97991
7.30438	1.70749	8.5759	3.2505	4.40661	-0.772225	-1.88655	-1.74783	0.170259	0.225854	0.777776	0.645127
3.23531	3.84314	6.61497	7.66848	3.45879	-1.37313	-1.25494	-0.830723	0.900237	0.896518	0.0854249	0.566901
4.14395	6.76315	4.21179	9.6561	3.11684	-0.557042	-0.600511	-1.95929	0.665838	0.593546	0.829791	0.734367
6.27337	5.85287	9.68368	8.38871	2.50048	-0.962534	-0.654007	-0.883942	0.333618	0.420261	0.908644	0.332573
5.27561	6.39497	8.55216	8.02207	3.60243	-0.775304	-1.22806	-1.59907	0.5783	0.542218	0.783377	0.969383
8.10774	6.17145	6.3477	8.88647	2.76155	-0.674034	-0.89655	-1.19097	0.95263	0.545124	0.326144	0.537233
3.06151	3.52238	3.0367	7.09906	2.99258	-0.801245	-0.641922	-1.54942	0.972985	0.805467	0.253721	0.872976
1.48104	4.36472	1.1005	2.90867	4.44376	-1.16988	-1.80056	-1.47332	0.979441	0.647741	0.400326	0.292581
1.30271	9.42396	5.31805	2.35118	3.97877	-0.84908	-1.15378	-1.97592	0.600224	0.815938	0.803916	0.763321
5.23324	9.52431	6.46688	4.45345	2.0652	-0.773416	-0.707031	-0.584756	0.59838	0.963077	0.22389	0.0943104
6.65185	5.52576	5.22433	0.881013	4.3563	-1.96498	-1.0271	-1.36422	0.636803	0.936708	0.11947	0.420867
8.65071	5.41318	9.70065	0.7091	4.95523	-1.6454	-1.74092	-1.5689	0.773348	0.546982	0.685028	0.305788
8.7141	0.739847	2.33543	9.62301	2.76303	-0.671476	-1.20224	-0.889312	0.0877947	0.668503	0.360439	0.873575
9.04607	5.14162	0.947684	0.776295	3.90367	-0.668971	-1.45661	-1.77808	0.690989	0.362122	0.834595	0.484794
9.00487	3.91751	7.06698	2.35186	4.26459	-1.97175	-1.62442	-0.668423	0.204437	0.109606	0.121278	0.949361
7.44609	3.11567	8.93743	6.61142	4.77198	-1.93044	-1.34757	-1.49397	0.740518	0.705104	0.109647	0.603133
6.69967	0.751812	7.88748	1.04066	5.04853	-1.60105	-1.70955	-1.73792	0.14909	0.109998	0.804714	0.113252
8.97843	2.7544	4.64397	7.96107	2.57191	-0.950284	-0.677588	-0.944037	0.326134	0.778373	0.208921	0.384775
5.3548	5.12452	3.69741	8.48248	3.47112	-0.828705	-1.26038	-1.38204	0.654294	0.680173	0.364301	0.693659
